ticket_id,booking_id,ticket_type,queue,request_type,created_at,created_date,created_hour,created_weekday,resolved_at,resolved_date,turnaround_minutes_generated,has_accepted_refund,has_out_of_pocket_refund,is_weekend,resolved_same_day,tickets_on_booking,is_repeat_contact_booking,contact_seq,hours_since_prev_contact
5efb0e7e-000d-4918-95d7-1d1d44a0c3b3,241892101,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 00:29:47.966,2022-06-26,0,Sunday,2022-06-26 01:11:47.966,2022-06-26,42.0,False,False,True,True,1,False,1,
cc84eb8b-7f6c-4dd1-96b2-2f1a1cf3e01f,236643814,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 00:29:52.571,2022-06-26,0,Sunday,2022-06-26 00:57:52.571,2022-06-26,28.0,False,False,True,True,1,False,1,
2aa0cdf0-c045-4af5-99d7-064323ccd755,229658077,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 00:29:57.263,2022-06-26,0,Sunday,2022-06-26 00:51:57.263,2022-06-26,22.0,False,False,True,True,1,False,1,
b7d7bdf3-1f92-4820-948b-e3b47a87d22a,202048088,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 00:30:37.090,2022-06-26,0,Sunday,2022-06-26 01:01:37.090,2022-06-26,31.0,False,False,True,True,1,False,1,
b28c58a9-5117-4c58-9692-4238fd896ba6,225266536,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 00:31:37.667,2022-06-26,0,Sunday,2022-06-26 00:58:37.667,2022-06-26,27.0,False,False,True,True,2,True,1,
db7959c7-8778-4d70-8310-a1835adf3ceb,226247285,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 00:33:24.797,2022-06-26,0,Sunday,2022-06-26 00:59:24.797,2022-06-26,26.0,False,False,True,True,1,False,1,
ec1060e4-eed3-49ef-8458-18017f004924,222980538,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 00:44:25.780,2022-06-26,0,Sunday,2022-06-26 01:15:25.780,2022-06-26,31.0,False,False,True,True,1,False,1,
b7433f07-8ed4-43c2-9dc1-7b04739812e5,244594867,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 00:46:31.059,2022-06-26,0,Sunday,2022-06-26 01:20:31.059,2022-06-26,34.0,False,False,True,True,1,False,1,
50132b6e-702d-4d36-892a-ff45fcbb8604,238194099,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 00:46:50.895,2022-06-26,0,Sunday,2022-06-26 01:10:50.895,2022-06-26,24.0,False,False,True,True,1,False,1,
b9ca5860-b654-499b-bc1e-4b1e16a4f8e4,235154953,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 00:48:32.646,2022-06-26,0,Sunday,2022-06-26 01:10:32.646,2022-06-26,22.0,False,False,True,True,2,True,1,
4f86213c-56f6-44d1-91a0-126981bb3035,199861464,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 00:50:47.178,2022-06-26,0,Sunday,2022-06-26 01:27:47.178,2022-06-26,37.0,False,False,True,True,1,False,1,
5ea45cc7-f34e-487d-8434-884f9ab87538,243247301,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 00:52:11.026,2022-06-26,0,Sunday,2022-06-26 01:25:11.026,2022-06-26,33.0,False,False,True,True,1,False,1,
b8b70d46-f8d1-43fc-96d1-a6c08791e578,233731839,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 00:54:31.904,2022-06-26,0,Sunday,2022-06-26 01:34:31.904,2022-06-26,40.0,False,False,True,True,1,False,1,
4ac50aef-30e8-4297-aac8-3a384e5060c2,244381852,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 00:55:38.546,2022-06-26,0,Sunday,2022-06-26 01:28:38.546,2022-06-26,33.0,False,False,True,True,2,True,1,
eb11204c-a960-44e2-9b5b-d3c589b0b2e4,238337099,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 01:01:32.051,2022-06-26,1,Sunday,2022-06-26 01:44:32.051,2022-06-26,43.0,False,False,True,True,1,False,1,
92de2767-0d20-4897-beac-46356fcdf8c0,215672677,Helpdesk International - Refund requests,International,Refund,2022-06-26 01:05:14.893,2022-06-26,1,Sunday,2022-06-26 01:20:14.893,2022-06-26,15.0,False,False,True,True,2,True,1,
f83eb8f3-1fb7-4290-9826-400bef77904d,239874448,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 01:09:41.866,2022-06-26,1,Sunday,2022-06-26 01:53:41.866,2022-06-26,44.0,False,False,True,True,1,False,1,
800695bd-d63a-4b00-9ac8-1be5bd06cafc,242189739,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 01:12:01.212,2022-06-26,1,Sunday,2022-06-26 01:50:01.212,2022-06-26,38.0,False,False,True,True,1,False,1,
354a5d54-ea81-4126-94b6-ea2cdd6f8185,222635358,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 01:12:31.780,2022-06-26,1,Sunday,2022-06-26 01:36:31.780,2022-06-26,24.0,False,False,True,True,1,False,1,
2709861c-7429-4661-b799-3df8468af361,229265069,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 01:15:39.059,2022-06-26,1,Sunday,2022-06-26 02:00:39.059,2022-06-26,45.0,False,False,True,True,1,False,1,
32dc6a48-75fb-49c0-9476-12b41a71b9af,239916358,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 01:15:54.570,2022-06-26,1,Sunday,2022-06-26 02:00:54.570,2022-06-26,45.0,False,False,True,True,2,True,1,
6abe1ece-e102-45bf-a14d-93c432207964,241872961,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 01:31:24.162,2022-06-26,1,Sunday,2022-06-26 02:05:24.162,2022-06-26,34.0,False,False,True,True,1,False,1,
99913158-c4e1-48f1-903f-b485542d79d7,244822149,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 01:33:12.480,2022-06-26,1,Sunday,2022-06-26 01:50:12.480,2022-06-26,17.0,False,False,True,True,1,False,1,
4dad7b6c-a84f-4924-bed8-0b0051388560,244516866,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 01:38:57.746,2022-06-26,1,Sunday,2022-06-26 02:13:57.746,2022-06-26,35.0,False,False,True,True,1,False,1,
1bbb0799-de7a-4a61-ba02-8299b8c54ec7,223725128,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 01:39:39.671,2022-06-26,1,Sunday,2022-06-26 02:13:39.671,2022-06-26,34.0,False,False,True,True,1,False,1,
83625999-9504-45d1-8826-3ce100844751,209287650,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 01:46:04.206,2022-06-26,1,Sunday,2022-06-26 02:13:04.206,2022-06-26,27.0,False,False,True,True,1,False,1,
22b90846-be5f-45c2-aafe-4e3b5c96c124,244574803,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 01:49:57.189,2022-06-26,1,Sunday,2022-06-26 02:23:57.189,2022-06-26,34.0,False,False,True,True,1,False,1,
d8f6b4ad-de98-409d-a2fc-617744d921d6,233339810,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 01:53:02.299,2022-06-26,1,Sunday,2022-06-26 02:37:02.299,2022-06-26,44.0,False,False,True,True,2,True,1,
389b86dd-d21a-4fe3-b28c-161de127ca1a,235567101,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 01:55:14.402,2022-06-26,1,Sunday,2022-06-26 02:13:14.402,2022-06-26,18.0,False,False,True,True,1,False,1,
367f8cbf-4d43-4b44-8c22-53241c6433e0,209697796,Helpdesk International - Refund requests,International,Refund,2022-06-26 01:56:55.532,2022-06-26,1,Sunday,2022-06-26 02:40:55.532,2022-06-26,44.0,False,False,True,True,2,True,1,
e8d6d144-d0ff-4eb2-8f63-a29bd5ce1b0f,242953150,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 02:05:48.265,2022-06-26,2,Sunday,2022-06-26 02:31:48.265,2022-06-26,26.0,False,False,True,True,3,True,1,
f1af827d-dc91-473f-ad31-bc306e8abbb1,243782308,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 02:09:28.010,2022-06-26,2,Sunday,2022-06-26 02:44:28.010,2022-06-26,35.0,False,False,True,True,1,False,1,
8cd5e7a4-dfd1-4283-b331-52aa2c2f85d4,237635640,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 02:11:37.841,2022-06-26,2,Sunday,2022-06-26 02:43:37.841,2022-06-26,32.0,False,False,True,True,1,False,1,
6183c367-0855-4524-a687-c2142952a96e,234112208,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 02:13:41.510,2022-06-26,2,Sunday,2022-06-26 02:35:41.510,2022-06-26,22.0,False,False,True,True,1,False,1,
fe547d9f-eb8d-4848-808c-69e636da4a1c,221201805,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 02:14:42.517,2022-06-26,2,Sunday,2022-06-26 02:33:42.517,2022-06-26,19.0,False,False,True,True,1,False,1,
37606076-6062-423b-8b2a-17ed10efe991,242479457,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 02:23:31.797,2022-06-26,2,Sunday,2022-06-26 02:47:31.797,2022-06-26,24.0,False,False,True,True,1,False,1,
74be83ad-367a-4d77-b62d-0d8e51ebc859,244842510,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 02:29:56.639,2022-06-26,2,Sunday,2022-06-26 02:54:56.639,2022-06-26,25.0,False,False,True,True,1,False,1,
c8cfe79c-5a4a-4bb2-b2ff-df42280222ca,241074240,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 02:33:17.423,2022-06-26,2,Sunday,2022-06-26 03:11:17.423,2022-06-26,38.0,False,False,True,True,1,False,1,
0ecba755-e67f-4e95-b9ce-0c41f0a34dc8,237323999,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 02:37:24.346,2022-06-26,2,Sunday,2022-06-26 03:20:24.346,2022-06-26,43.0,False,False,True,True,2,True,1,
940bc860-00c4-4588-a337-e62894915e56,239059942,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 02:37:32.788,2022-06-26,2,Sunday,2022-06-26 02:54:32.788,2022-06-26,17.0,False,False,True,True,1,False,1,
b6790dc7-6a35-40b4-9248-7b4ee580ddf2,205764031,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 02:37:36.592,2022-06-26,2,Sunday,2022-06-26 02:57:36.592,2022-06-26,20.0,False,False,True,True,1,False,1,
216c8442-6f7f-4fe6-afe3-f29acb000b3f,243209802,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 02:39:20.069,2022-06-26,2,Sunday,2022-06-26 02:59:20.069,2022-06-26,20.0,False,False,True,True,1,False,1,
fac55db1-1eb5-42cb-a404-11c92191b6d6,230572507,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 02:47:53.400,2022-06-26,2,Sunday,2022-06-26 03:31:53.400,2022-06-26,44.0,False,False,True,True,1,False,1,
d567b9ed-9341-47d3-aeb5-404741ecb1fe,221619915,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 02:48:01.089,2022-06-26,2,Sunday,2022-06-26 03:05:01.089,2022-06-26,17.0,False,False,True,True,1,False,1,
25ef314c-92c6-47f4-8278-039d608f4d07,223041313,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 02:48:14.564,2022-06-26,2,Sunday,2022-06-26 03:03:14.564,2022-06-26,15.0,False,False,True,True,1,False,1,
ed9d955e-ce3a-477e-b390-1364ed0a1b39,239588624,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 02:52:13.035,2022-06-26,2,Sunday,2022-06-26 03:32:13.035,2022-06-26,40.0,False,False,True,True,1,False,1,
09f43ccb-530b-4122-965b-80404a157b8d,235154953,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 02:56:06.170,2022-06-26,2,Sunday,2022-06-26 03:19:06.170,2022-06-26,23.0,False,False,True,True,2,True,2,2.125978888888889
d7a70216-67ca-4dff-8693-11cec041c040,241875447,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 02:56:50.539,2022-06-26,2,Sunday,2022-06-26 03:11:50.539,2022-06-26,15.0,False,False,True,True,1,False,1,
b0a08898-9132-4997-938b-18676c24b0f1,223561404,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 02:58:13.441,2022-06-26,2,Sunday,2022-06-26 03:38:13.441,2022-06-26,40.0,False,False,True,True,1,False,1,
36ae461b-95f7-4250-ae51-5b614cb9f598,222323739,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 03:01:55.321,2022-06-26,3,Sunday,2022-06-26 03:31:55.321,2022-06-26,30.0,False,False,True,True,1,False,1,
db38f9b1-309a-4b84-8b25-d6b93f7a1c49,242749353,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 03:06:51.656,2022-06-26,3,Sunday,2022-06-26 03:26:51.656,2022-06-26,20.0,False,False,True,True,1,False,1,
5b4f507b-4c43-4885-9d1e-2519021b4673,233697772,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 03:12:56.598,2022-06-26,3,Sunday,2022-06-26 03:43:56.598,2022-06-26,31.0,False,False,True,True,1,False,1,
7fd62769-12d4-4b3c-a154-b47f173aeb0b,244739737,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 03:19:16.908,2022-06-26,3,Sunday,2022-06-26 03:45:16.908,2022-06-26,26.0,False,False,True,True,1,False,1,
ba225f69-c42a-4b2a-9fe0-8dfa7c2cc25c,235906462,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 03:25:19.213,2022-06-26,3,Sunday,2022-06-26 04:09:19.213,2022-06-26,44.0,False,False,True,True,1,False,1,
b686cce0-cd88-452c-8c95-107a3d3abdcb,242495781,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 03:25:20.865,2022-06-26,3,Sunday,2022-06-26 04:04:20.865,2022-06-26,39.0,False,False,True,True,1,False,1,
b3b6df04-797e-4b31-8cee-b1958639acb2,238280713,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 03:25:29.578,2022-06-26,3,Sunday,2022-06-26 03:48:29.578,2022-06-26,23.0,False,False,True,True,1,False,1,
95c79205-b722-439c-9fdb-baa5ae4c7270,206726795,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 03:32:57.786,2022-06-26,3,Sunday,2022-06-26 04:07:57.786,2022-06-26,35.0,False,False,True,True,1,False,1,
290c22e4-b517-4640-862d-e7d7c69e2358,239045015,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 03:36:18.928,2022-06-26,3,Sunday,2022-06-26 03:56:18.928,2022-06-26,20.0,False,False,True,True,1,False,1,
da95eaf5-964d-42ae-bcbd-c59d14fe852a,244844908,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 03:41:28.591,2022-06-26,3,Sunday,2022-06-26 04:15:28.591,2022-06-26,34.0,False,False,True,True,1,False,1,
bc12a3eb-6d69-4a43-8db2-e665ca7c80dd,244847372,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 03:41:28.963,2022-06-26,3,Sunday,2022-06-26 04:11:28.963,2022-06-26,30.0,False,False,True,True,1,False,1,
9dc1fbbc-bada-42f4-b5e8-df4b850ba287,244849363,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 03:41:39.640,2022-06-26,3,Sunday,2022-06-26 04:19:39.640,2022-06-26,38.0,False,False,True,True,1,False,1,
16540463-83e9-48b8-9dcd-1a5725734b2c,234503709,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 03:44:31.877,2022-06-26,3,Sunday,2022-06-26 04:04:31.877,2022-06-26,20.0,False,False,True,True,1,False,1,
38305bb9-a1ad-4070-bd20-c3ae1b91d2ac,244842983,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 04:03:16.925,2022-06-26,4,Sunday,2022-06-26 04:33:16.925,2022-06-26,30.0,False,False,True,True,1,False,1,
63724ff2-5293-455e-9e85-3f21679a994b,244741970,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 04:07:39.183,2022-06-26,4,Sunday,2022-06-26 04:33:39.183,2022-06-26,26.0,False,False,True,True,1,False,1,
48748eff-adea-41de-a20f-ffc60be640bd,218411523,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 04:08:06.752,2022-06-26,4,Sunday,2022-06-26 04:40:06.752,2022-06-26,32.0,False,False,True,True,1,False,1,
c05877ac-31be-4611-8fb2-ab0433321f9a,243525931,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 04:08:38.531,2022-06-26,4,Sunday,2022-06-26 04:45:38.531,2022-06-26,37.0,False,False,True,True,3,True,1,
8192d727-84c5-4d9d-90c2-6458d6a2e590,242719235,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 04:15:10.862,2022-06-26,4,Sunday,2022-06-26 04:50:10.862,2022-06-26,35.0,False,False,True,True,1,False,1,
d8b4234a-ca71-45d8-ade4-97bf0b7658db,244827154,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 04:17:40.196,2022-06-26,4,Sunday,2022-06-26 04:40:40.196,2022-06-26,23.0,False,False,True,True,1,False,1,
eb6925b6-b205-4ec2-baef-cab7cc986964,240404879,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 04:21:44.690,2022-06-26,4,Sunday,2022-06-26 05:03:44.690,2022-06-26,42.0,False,False,True,True,2,True,1,
5f16e063-700b-48cb-98ab-5917b2bf4aab,244730695,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 04:26:17.391,2022-06-26,4,Sunday,2022-06-26 04:50:17.391,2022-06-26,24.0,False,False,True,True,1,False,1,
09997996-8815-4cb8-9108-404b1c789357,244850793,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 04:31:37.451,2022-06-26,4,Sunday,2022-06-26 04:51:37.451,2022-06-26,20.0,False,False,True,True,1,False,1,
d247b265-8820-4924-b8d8-f9718b65aa55,235009368,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 04:32:57.679,2022-06-26,4,Sunday,2022-06-26 05:02:57.679,2022-06-26,30.0,False,False,True,True,1,False,1,
1d7d456f-f5d1-49fb-b013-36e46bcb9c43,244853763,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 04:34:49.444,2022-06-26,4,Sunday,2022-06-26 05:19:49.444,2022-06-26,45.0,False,False,True,True,1,False,1,
f0fbb8ae-52f7-48df-a29b-1095473f866b,238092338,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 04:35:17.456,2022-06-26,4,Sunday,2022-06-26 05:20:17.456,2022-06-26,45.0,False,False,True,True,1,False,1,
478304a5-1a24-436d-869f-3366c58a2682,242133177,Helpdesk International - Refund requests,International,Refund,2022-06-26 04:37:43.272,2022-06-26,4,Sunday,2022-06-26 05:09:43.272,2022-06-26,32.0,False,False,True,True,2,True,1,
1631a70d-0261-4fb6-9842-a3ba95825cc7,244533971,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 04:40:16.077,2022-06-26,4,Sunday,2022-06-26 05:15:16.077,2022-06-26,35.0,False,False,True,True,1,False,1,
4ca8aaaf-6525-4702-ace7-9c4bf9ef126b,244851596,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 04:42:53.616,2022-06-26,4,Sunday,2022-06-26 05:22:53.616,2022-06-26,40.0,False,False,True,True,2,True,1,
8d5e2633-bd79-4e9c-96d0-5b52c0221b81,208131506,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 04:43:06.220,2022-06-26,4,Sunday,2022-06-26 05:10:06.220,2022-06-26,27.0,False,False,True,True,1,False,1,
26f6b407-7e88-473e-87cc-c8b8d9a17b62,233027047,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 04:44:06.525,2022-06-26,4,Sunday,2022-06-26 05:24:06.525,2022-06-26,40.0,False,False,True,True,1,False,1,
f959e1c4-c7fa-45ec-95f8-81049db51126,241377499,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 04:44:16.069,2022-06-26,4,Sunday,2022-06-26 05:15:16.069,2022-06-26,31.0,False,False,True,True,1,False,1,
d9a1cccf-922f-45ea-91a4-0b856664b2cc,244850727,Helpdesk EN - Refund requests,EN,Refund,2022-06-26 04:44:56.037,2022-06-26,4,Sunday,2022-06-26 05:15:56.037,2022-06-26,31.0,False,False,True,True,1,False,1,
f4591a36-85cd-4fea-8905-47b9f5c945f5,196452696,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 04:47:15.575,2022-06-26,4,Sunday,2022-06-26 05:16:15.575,2022-06-26,29.0,False,False,True,True,1,False,1,
23d005f7-5f29-432d-be29-930fa7caa86e,244850870,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 04:49:24.861,2022-06-26,4,Sunday,2022-06-26 05:17:24.861,2022-06-26,28.0,False,False,True,True,1,False,1,
882c1159-8b0c-4166-9819-0164db41fadc,238688670,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 04:50:38.183,2022-06-26,4,Sunday,2022-06-26 05:29:38.183,2022-06-26,39.0,False,False,True,True,1,False,1,
fe92af2d-a257-4d40-8480-27eb14f8e926,244856150,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 04:52:12.137,2022-06-26,4,Sunday,2022-06-26 05:34:12.137,2022-06-26,42.0,False,False,True,True,1,False,1,
54f3c746-ff9b-4d41-a127-bee544ba0428,209438845,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 05:03:27.117,2022-06-26,5,Sunday,2022-06-26 05:19:27.117,2022-06-26,16.0,False,False,True,True,1,False,1,
eec315fb-cfbe-4330-beee-51b5e18078a0,222785552,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 05:05:46.712,2022-06-26,5,Sunday,2022-06-26 05:40:46.712,2022-06-26,35.0,False,False,True,True,1,False,1,
9e35dcdf-de5d-495f-9ea0-96ea8bddf762,233880702,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 05:07:51.018,2022-06-26,5,Sunday,2022-06-26 05:44:51.018,2022-06-26,37.0,False,False,True,True,1,False,1,
6b514f04-fd72-45ae-9e30-f183b3b21a3c,231218493,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 05:09:20.053,2022-06-26,5,Sunday,2022-06-26 05:51:20.053,2022-06-26,42.0,False,False,True,True,1,False,1,
bc3d1277-bb17-4d99-b5a6-e8658daa0950,244596715,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 05:12:30.715,2022-06-26,5,Sunday,2022-06-26 05:45:30.715,2022-06-26,33.0,False,False,True,True,1,False,1,
994505ef-6988-4cfc-8737-1f37860ce1a1,243682065,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 05:16:49.127,2022-06-26,5,Sunday,2022-06-26 06:00:49.127,2022-06-26,44.0,False,False,True,True,1,False,1,
28c1607e-e212-4ce6-9e4e-311de31edfa3,230749178,Helpdesk EN - Non-refund requests,EN,Non-refund,2022-06-26 05:17:24.216,2022-06-26,5,Sunday,2022-06-26 05:34:24.216,2022-06-26,17.0,False,False,True,True,1,False,1,
43ff324f-b704-46bf-9aba-c1d8e4f671ae,194839359,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 05:17:45.796,2022-06-26,5,Sunday,2022-06-26 05:42:45.796,2022-06-26,25.0,False,False,True,True,1,False,1,
21dfe714-674e-4765-bd16-7d27e14dfcbb,231534523,Helpdesk International - Non-refund requests,International,Non-refund,2022-06-26 05:19:36.893,2022-06-26,5,Sunday,2022-06-26 05:52:36.893,2022-06-26,33.0,False,False,True,True,1,False,1,
